GEOID,total_hhsE,no_vehE,avg_hh_sizeE,hh_1personE,hh_2personE,hh_3personE,hh_4person_plusE,inc_quint_1,inc_quint_2,inc_quint_3,inc_quint_4,inc_quint_5,inc_lt_10kE,inc_btw_10k_15kE,inc_btw_15k_20kE,inc_btw_20k_25kE,inc_btw_25k_30kE,inc_btw_30k_35kE,inc_btw_35k_40kE,inc_btw_40k_45kE,inc_btw_45k_50kE,inc_btw_50k_60kE,inc_btw_60k_75kE,inc_btw_75k_100kE,inc_btw_100k_125kE,inc_btw_125k_150kE,inc_btw_150k_200kE,inc_gt_200kE,total_emp,basic_emp,retail_emp,service_emp,hbo_prod,hbw_prod,nhb_prod,hbo_attr,hbw_attr,nhb_attr,hbo_attr_bal,hbw_attr_bal,nhb_attr_bal
49035112002,2033,216,2.34,631,835,325,242,545,700,366,263,159,103,87,87,68,78,122,169,58,69,191,213,366,173,90,106,53,3059,282,327,2450,9355.635462703776,1830.7529029497694,4887.771998088014,12942.3,3670.7999999999997,6327.7,10339.595794747629,1815.57932863804,5136.234009643838
49035110500,2157,15,2.77,483,685,373,616,322,513,347,500,475,38,84,65,45,53,37,53,36,49,149,226,347,236,264,220,255,1034,116,76,842,11539.316611442835,2390.29765847848,6128.043306975632,5176.5,1240.8,2888.2,4135.502780148127,613.7002372709164,2344.3701608251554
49035112810,3156,39,3.94,132,849,644,1531,174,561,556,803,1062,28,30,71,14,16,15,102,71,10,60,318,556,482,321,590,472,3768,2075,147,1546,20596.319150352978,4296.138611466393,11055.798767797223,10307.5,4521.5999999999995,5786.4,8234.655637279402,2236.38539075127,4696.857384737441
49035114600,2052,22,3.32,249,669,340,794,124,425,352,566,585,0,0,0,40,55,29,57,26,126,71,145,352,288,278,269,316,1414,573,157,684,12202.20575448311,2600.2484109089746,6526.650978139962,5550.299999999999,1696.8,3213.2,4434.131378471196,839.2380420706729,2608.1747111569102
49035112616,1434,97,3.13,226,490,155,563,124,329,194,299,488,11,0,13,0,73,27,57,35,18,85,134,194,164,135,206,282,798,55,44,699,8256.957638711976,1783.9655835224944,4594.135108163312,3858.4,957.5999999999999,2073.3,3082.473471829138,473.6293900794887,1682.910689854856
49035111304,1277,8,2.73,279,517,129,352,119,332,139,267,420,0,0,31,55,27,6,32,11,55,152,82,139,145,122,180,240,683,161,199,323,6685.561875485385,1484.879856497165,3819.02782313619,3808.7,819.6,2234.2,3042.768171303037,405.374528100615,1813.5142349267924
49035110701,1438,29,2.92,319,362,417,340,317,427,209,277,208,53,17,19,50,91,87,33,30,90,177,97,209,198,79,89,119,697,70,20,607,7761.322998508607,1523.4207250256732,4004.4612666726853,3348.1,836.4,1841.6,2674.7951044555093,413.68381564586923,1494.8383381260319
49035112917,1248,32,3.25,146,439,224,439,184,445,130,340,149,19,42,52,0,41,30,66,68,37,121,153,130,219,121,95,54,1549,102,157,1290,7347.113507878185,1566.3092830436433,3509.3591427771726,6778.799999999999,1858.8,3343.7,5415.579299926228,919.3633148284812,2714.1023844439687
49035101700,1991,261,1.84,931,771,189,100,662,764,306,149,110,131,71,79,154,148,79,118,71,99,233,243,306,101,48,46,64,1257,67,91,1099,7578.978176771737,1470.7141702085278,4085.5661835173414,6051.5,1508.3999999999999,3194.3999999999996,4834.539761241455,746.0553174560366,2592.9146325531037
49035112814,1435,94,3.1,117,572,231,515,222,182,142,242,647,61,28,9,55,10,59,0,18,9,57,98,142,152,90,224,423,477,110,11,356,8603.259394178376,1795.0419266090476,4879.867336153162,2419.9,572.4,1466.1,1933.2566749117075,283.10929707758913,1190.0426192042655
49035113102,1040,0,3.71,35,297,289,419,98,233,266,218,225,0,0,13,13,19,53,0,0,6,75,152,266,161,57,111,114,2306,236,242,1828,6699.438780630985,1319.5890378016934,3554.999273738187,9324,2767.2,4438.6,7448.938070530501,1368.658362811154,3602.839621853935
49035104400,671,25,2.73,140,283,69,179,64,122,59,122,304,19,0,7,0,38,0,26,25,6,23,42,59,45,77,72,232,332,24,45,263,3520.468195545433,782.0912487335596,2134.5830869368433,1785,398.4,994.3,1426.0354414303888,197.0488189303136,807.0795827534284
49035102100,1213,283,1.46,839,298,46,30,486,394,100,142,91,162,97,10,132,35,50,55,114,76,63,86,100,104,38,60,31,4535,349,65,4121,3541.1141759666502,694.7711114795691,1879.9796013083862,16062.9,5442,6977.2,12832.641284118874,2691.61564412341,5663.437257152992
49035112502,2534,57,2.35,1015,700,383,436,463,1161,410,373,127,124,132,31,49,16,111,144,271,139,140,467,410,207,166,72,55,8621,991,1714,5916,11237.60727231725,2351.994129795745,6072.004697513163,37571.1,10345.199999999999,18354.1,30015.529508977743,5116.740566259739,14898.138760750979
49035103000,1197,69,2.77,275,404,258,260,290,286,218,292,111,77,24,16,81,47,45,53,65,0,97,71,218,136,156,36,75,1008,15,345,648,6237.087733644867,1215.3032345472095,3012.086354407659,6014.4,1209.6,3254.3999999999996,4804.900593243097,598.2687032583015,2641.6170110758894
49035111202,1709,117,2.61,565,560,197,387,313,533,285,322,256,84,36,31,49,33,80,92,84,37,214,106,285,203,119,163,93,3198,226,923,2049,8129.519267687244,1690.6761985866115,4345.055957925823,16279.2,3837.6,8345.1,13005.443225845145,1898.0786835516353,6773.770316841633
49035110103,1421,21,2.63,246,567,292,316,148,272,192,255,554,71,0,19,28,9,21,48,41,19,49,115,192,110,145,213,341,303,16,28,259,7666.995064558536,1623.7079892286167,4584.0114206875205,2147.6,363.59999999999997,1354.8,1715.7163663954636,179.8367233008585,1099.6997070444984
49035102802,1336,114,4.05,170,240,223,703,325,434,264,233,80,96,57,24,81,18,49,150,69,33,30,152,264,171,62,72,8,6766,2561,942,3263,8417.987709632476,1622.4243433372594,3899.888259850066,22061.2,8119.2,11077.7,17624.679596909853,4015.75996651356,8991.838976031031
49035112813,1621,19,3.23,156,625,272,568,168,295,172,450,536,20,10,21,50,48,19,16,28,28,113,110,172,221,229,167,369,583,144,35,404,9619.669025582003,2069.2628950464346,5091.985946509903,2943.5,699.6,1774.6999999999998,2351.5604043979547,346.0224742059423,1440.535186073126
49035112804,1752,38,3.27,138,662,361,591,192,309,256,690,305,36,9,27,47,40,33,15,40,41,74,139,256,346,344,209,96,1006,142,71,793,10534.841258914435,2226.8962555477096,4943.243749006221,4697.7,1207.2,2566.1,3752.989744093858,597.0816621804081,2082.919558788668
49035112905,1683,19,3.39,208,572,318,585,277,352,164,443,447,36,48,62,0,57,74,59,64,15,103,111,164,259,184,294,153,205,82,4,119,9876.193876956664,2069.306100081522,5016.091699753478,1685.6,246,1236.1999999999998,1346.6248403781865,121.67171048407918,1003.4313388311253
49035102801,1820,63,3.73,284,548,209,779,451,791,296,149,133,77,100,123,24,40,87,164,69,108,234,216,296,119,30,62,71,2078,1495,73,510,10679.0416643292,2121.785334094578,5250.100842142333,4718.7,2493.6,2896.6,3769.766631640098,1233.3356799313003,2351.1884938183453
49045130701,1132,6,3.82,143,303,164,522,114,284,216,344,174,61,21,0,10,14,8,0,57,63,76,88,216,166,178,110,64,1301,434,314,553,6902.6286390867235,1440.092649613686,3349.1641988542974,5669.299999999999,1561.2,3146.2,4529.200407899889,772.1702211696928,2553.790388473133
49035112812,1864,109,3.05,316,588,363,597,321,627,310,416,190,86,55,0,49,93,38,62,125,61,170,209,310,267,149,108,82,1081,77,326,678,10537.152740186793,2150.272354561272,5199.66354668821,6470.1,1297.2,3638.2999999999997,5168.959052996503,641.5957026014127,2953.231062990846
49035110300,2324,28,2.6,514,978,367,465,303,664,396,561,400,59,38,44,32,98,32,42,99,54,298,171,396,420,141,219,181,1009,135,322,552,11871.742782890224,2515.1435159715597,6296.823296127124,6358.1,1210.8,3748.1000000000004,5079.482319416557,598.8622237972482,3042.356415687544
49035114200,1700,15,3.1,257,649,269,525,307,477,301,405,210,38,26,63,52,72,56,36,42,59,152,188,301,234,171,145,65,1884,296,142,1446,9569.251137316525,1951.3470836149613,4684.1223874680045,7651,2260.7999999999997,3859.8,6112.379362680058,1118.192695375635,3133.0240103707965
49035113411,758,19,4.02,79,167,154,358,107,167,249,153,82,8,6,39,6,24,24,26,13,11,28,89,249,99,54,71,11,459,18,157,284,4764.599795374394,900.5347577385836,2395.0205823922925,2856,550.8,1599.3,2281.6567062886215,272.42592737654803,1298.1618995248496
49035102000,1453,221,1.84,737,507,118,91,607,461,156,127,102,141,100,68,97,129,72,66,94,42,201,58,156,46,81,30,72,2653,189,851,1613,5360.905151627436,1003.9305581581267,2700.7566464507654,13943.300000000001,3183.6,7224.2,11139.294101118398,1574.6099898256687,5863.928715405126
49035113514,2547,273,2.55,847,702,375,623,959,1033,364,138,53,190,61,244,143,195,126,255,168,68,342,200,364,101,37,42,11,580,58,26,496,12342.639186928654,2291.8125389845472,5979.498099511681,3777.8999999999996,696,2373.8,3018.162069568552,344.24191258910207,1926.8284356231404
49035113011,1879,94,3.25,320,634,329,596,280,347,311,378,563,70,38,123,16,14,19,49,36,38,64,160,311,231,147,281,282,3563,447,437,2679,10547.409202984985,2159.116433537636,5786.137779329995,14675.5,4275.5999999999995,7155.4,11724.248246897294,2114.7136802671907,5808.083321365665
49035101000,1408,105,2.14,563,437,234,174,255,298,169,326,360,27,56,68,18,54,32,37,47,54,67,93,169,155,171,132,228,667,194,1,472,6096.1191775353545,1291.1710977556324,3491.423056353129,2781.8,800.4,1607.3,2222.3783702919077,395.8781994774674,1304.6555499945543
49035104900,1316,78,2.3,514,387,144,271,289,568,218,164,77,106,44,67,46,11,15,142,59,46,95,226,218,124,40,77,0,450,48,137,265,5917.5578173559525,1215.6884350096427,3138.2898816959614,3033.1,540,1828.5,2423.1417912619113,267.0842425260275,1484.2049854818906
49035112821,1888,72,3.5,185,563,243,897,225,262,109,416,876,89,7,27,35,30,37,6,42,54,90,70,109,192,224,248,628,544,125,20,399,11713.738529719567,2524.7137750555326,6453.990927528514,2973.6,652.8,1847.8999999999999,2375.607276547565,322.8751731870198,1499.9520878709243
49035112805,1503,18,3.51,205,398,283,617,46,394,246,460,357,42,0,0,0,0,4,45,53,67,117,112,246,270,190,215,142,2400,572,390,1438,9007.88352151586,1946.452465392504,4723.810813976011,9761.5,2880,5034,7798.456561077164,1424.4492934721466,4086.12955806171
49035104700,2145,91,2.44,619,757,318,451,362,527,509,488,259,102,95,38,26,24,77,56,51,75,154,191,509,311,177,108,151,667,90,41,536,10510.574922463724,2104.9756881523454,5500.168840799658,3784.9,800.4,2275.1,3023.7543654172987,395.8781994774674,1846.7130229531576
49035112403,3100,187,2.46,975,978,671,476,805,1276,366,335,318,190,70,157,159,105,124,154,97,152,378,495,366,240,95,126,192,9377,3275,1703,4399,14767.296104243323,2953.2380632079467,7877.98669699269,34164.2,11252.4,17660.2,27293.759119392762,5565.442093703466,14334.895753134966
49035103900,1505,31,2.83,290,541,296,378,248,333,236,259,429,61,44,13,51,35,44,39,12,109,48,125,236,142,117,186,243,436,23,111,302,8119.750484678592,1656.432914859713,4547.088046467512,3059,523.1999999999999,1859,2443.833285902274,258.77495498077326,1508.96202789764
49035113305,2759,115,3.05,527,909,486,837,1059,1079,283,191,147,203,90,247,137,193,189,149,145,173,271,341,283,123,68,74,73,16823,4959,592,11272,15202.044137237215,2869.6301236145046,7103.653508093566,49827.4,20187.6,22698.1,39807.080310548205,9984.7960267008,18424.190965800655
49035112916,1503,18,3.26,264,307,362,570,238,617,269,222,157,9,40,16,43,48,82,30,98,71,176,242,269,162,60,127,30,809,376,62,371,8804.774377714808,1766.2436339222645,4557.2868086288945,3134.6,970.8,1900.6,2504.230081068737,480.1581160079027,1542.7290103401044
49035113412,720,6,4.34,23,166,181,350,63,211,173,184,89,6,0,6,22,12,17,13,9,32,95,62,173,129,55,66,23,597,47,139,411,4774.137475620215,956.847313110202,2361.0887513572175,3143,716.4,1684.2000000000003,2510.9408360872335,354.3317617511964,1367.0757651345914
49035112609,1726,51,3.1,262,581,337,546,180,363,260,372,551,21,30,16,23,65,25,39,69,17,110,128,260,279,93,289,262,794,115,218,461,9840.614097906846,2064.996029564334,5492.041825408771,4733.4,952.8,2763.1,3781.5104529224654,471.25530792370176,2242.825701605147
49035111302,2222,9,2.92,317,850,474,581,216,506,358,569,573,75,8,46,0,11,76,38,40,38,27,363,358,359,210,259,314,709,137,69,503,12468.505017750898,2627.542689716173,6751.27556281753,3991.4,850.8,2430.2,3188.7270929553238,420.8060621132299,1972.6086714345586
49035110200,1848,19,2.79,317,814,286,431,238,355,265,553,437,0,59,31,43,46,59,10,25,18,118,184,265,317,236,253,184,1893,159,589,1145,9896.249030314497,2113.4011502104613,5118.396046153556,10360,2271.6,5559.6,8276.597856145001,1123.5343802261555,4512.762393921313
49035112612,1883,168,2.88,416,751,177,539,366,513,412,342,250,96,61,84,96,0,29,48,54,112,108,191,412,231,111,211,39,1989,136,643,1210,9876.981620749011,1985.8263159541107,5059.682552618732,11049.5,2386.7999999999997,5913.9,8827.438997246543,1180.5123519650413,4800.349939098361
49035111903,1834,85,2.35,611,641,278,304,431,639,280,329,155,81,56,57,49,51,137,109,135,38,144,213,280,199,130,127,28,7757,193,227,7337,8509.33402597784,1728.6766041606895,4359.528539607969,29005.2,9308.4,12535.599999999999,23172.237078866507,4603.9388206097665,10175.225603503848
49035111101,2622,48,2.36,935,846,381,460,571,818,275,479,479,68,40,119,112,110,122,125,68,67,198,360,275,305,174,253,226,2843,283,42,2518,12007.320219065416,2520.719556327253,6489.486610061259,11199.3,3411.6,5437.3,8947.11412840972,1687.378892225547,4413.4907123657
49035111103,2549,147,2.18,1030,917,312,290,595,757,226,537,434,177,46,47,162,70,93,159,72,105,168,253,226,304,233,231,203,1947,195,57,1695,10770.090148400091,2301.4025943721135,5747.191657419832,8332.1,2336.4,4267.8,6656.509748763105,1155.5844893292788,3464.2001843257385
49035112608,1613,0,3.4,126,560,292,635,247,248,253,541,324,7,46,45,35,47,67,26,32,24,65,101,253,333,208,204,120,1191,140,54,997,9885.942755653492,2032.2386077715335,4694.077854372092,5170.2,1429.2,2687.3999999999996,4130.469713884255,706.8829618855528,2181.379534035566
49035112818,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,268,13,1486,0,0,0,5497.8,2120.4,2275.5,4392.189159605597,1048.750792318868,1847.0377054766432
49035112615,732,5,3.32,49,274,139,270,23,124,127,207,251,14,2,0,0,1,6,11,22,0,25,66,127,106,101,127,124,548,131,64,353,4474.213372933554,957.7993367209787,2456.1751621235744,2377.2,657.6,1299.7,1899.1436702343528,325.2492553428068,1054.974689434407
49035112302,1378,38,2.82,372,435,228,343,202,531,275,249,121,0,7,26,42,55,72,77,17,119,153,165,275,122,127,30,91,7937,270,2699,4968,7013.589002165028,1445.892098823929,3701.0100811873763,41213.2,9524.4,20602.3,32925.20103908061,4710.7725176201775,16723.016883999757
49035112618,1267,47,2.7,376,360,220,311,184,384,177,173,349,9,30,69,26,50,0,16,17,83,146,122,177,73,100,132,217,773,92,8,673,6340.707615995902,1328.920137326067,3727.6751108489757,3374,927.5999999999999,1786,2695.486599095872,458.7913766058205,1449.7074673615841
49035100308,1308,149,3.39,211,272,322,503,590,507,109,60,42,92,222,92,47,0,137,73,52,58,169,155,109,28,32,28,14,638,62,299,277,7752.781489894496,1397.3022126096796,3477.3068222010734,4440.1,765.6,2608.8999999999996,3547.1932568599823,378.66610384801226,2117.660588801588
49035112815,1553,0,3.4,97,540,239,677,50,306,176,276,745,41,0,0,0,9,0,21,52,40,47,146,176,178,98,306,439,622,114,92,416,9711.36631244271,2116.294278403402,5727.927072130973,3395.7,746.4,2003.6,2712.8227162269864,369.1697752248646,1626.334760137553
49035111904,1735,392,1.86,890,562,123,160,500,742,251,112,130,151,64,66,40,110,69,73,124,82,273,190,251,80,32,71,59,1466,33,357,1076,6479.479992399098,1313.0890502115087,3668.446221170242,8002.4,1759.2,4241.8,6393.112614287138,870.1011100959029,3443.095820299198
49035111102,2643,45,2.33,850,1098,240,455,574,936,366,292,475,58,36,164,74,172,70,138,125,170,147,356,366,89,203,220,255,1217,116,80,1021,12172.19434908279,2545.2725835025167,6807.76223250268,6176.8,1460.3999999999999,3449.2,4934.641856934019,722.3144958981676,2799.7374000132004
49035102500,2290,624,1.62,1379,680,177,54,973,762,162,325,68,278,206,119,170,111,89,67,97,113,135,350,162,135,190,40,28,13791,3851,612,9328,7483.284670970865,1443.1682296188862,3558.546171970645,42087.5,16549.2,19235.1,33623.67879058906,8185.241752614323,15613.252018727215
49035112404,1710,174,2.27,664,560,192,294,598,681,239,152,40,54,87,119,92,152,94,92,82,54,159,294,239,112,40,40,0,3668,1237,439,1992,7553.888311395166,1449.9031839095474,3713.072399848987,12722.5,4401.5999999999995,6496.6,10163.997705096986,2177.033336856597,5273.33120518548
49035102600,1348,89,3.34,318,308,394,328,624,361,212,100,51,114,28,130,83,140,129,18,79,72,96,96,212,55,45,28,23,4560,3324,175,1061,7242.655898180421,1217.9322405850244,3344.1569323779686,8453.9,5472,4778.7,6753.8156965312955,2706.4536575970787,3878.900937447257
49045980000,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,0,0,91,31.2,36.4,72.69984603370608,15.431534012614922,29.546109637156583
49035113007,1356,22,3.67,104,445,230,577,41,276,348,299,392,9,0,0,8,16,8,22,0,58,28,168,348,250,49,250,142,355,141,4,210,8409.708993676131,1738.0225835775996,4664.832703360402,1816.4999999999998,426,1196.9,1451.2007727497482,210.69979132608836,971.531280898701
49035112201,1750,28,3,426,543,299,482,265,661,205,408,211,25,47,38,50,33,72,104,78,67,210,202,205,246,162,152,59,2794,89,307,2398,9197.16349986199,1965.8519510299825,4655.111540045986,12259.1,3352.7999999999997,5894.6,9793.787719909958,1658.296385817157,4784.684007340198
49045131100,2729,136,3.1,442,818,549,920,319,1252,395,626,137,31,102,16,35,51,84,152,141,229,217,513,395,435,191,101,36,1311,266,6,1039,15643.273290322555,3322.8016241274886,7687.332529057059,5783.4,1573.2,3253.2,4620.354830234459,778.10542655916,2640.642963505434
49035112912,736,0,3.43,64,220,155,297,88,213,171,160,104,5,0,31,9,15,28,27,45,0,66,75,171,56,104,80,24,2776,72,1325,1379,4540.878970675735,910.4989364590604,2306.4724044666295,16522.1,3331.2,8635.7,13199.495891796652,1647.6130161161161,7009.652170153658
49035100200,543,50,2.56,101,233,134,75,58,101,42,134,208,5,4,21,16,0,12,0,20,0,11,70,42,78,56,48,160,903,778,30,95,2817.525155387913,614.1346679572493,1650.934086604451,1509.1999999999998,1083.6,988.8,1205.6989849897716,535.9490466688951,802.6151980555063
49035112817,3182,67,2.9,565,1226,529,862,315,703,644,810,710,57,20,30,91,45,72,71,70,82,176,304,644,537,273,387,323,33591,10254,8735,14602,17350.950239360704,3627.2405355965493,9326.461702153583,133886.2,40309.2,68533.5,106961.60578063714,19936.94842375953,55629.074308188756
49035112301,1452,59,2.65,399,513,158,382,425,522,123,222,160,60,82,26,76,95,86,61,70,94,118,179,123,166,56,97,63,3775,102,266,3407,7301.294725227274,1492.329720801375,3541.9951140684784,15246.7,4530,6942.199999999999,12180.579588155018,2240.5400345238972,5635.027536348033
49035103400,1832,50,2.37,553,706,261,312,318,564,233,409,308,57,54,7,96,47,57,71,92,48,161,192,233,171,238,169,139,753,111,113,529,8685.958701744872,1855.1089619776162,4616.284143836738,4160.8,903.6,2426.4,3324.060652494992,446.920965826886,1969.5241874614487
49035101500,1433,120,2.08,685,417,232,99,679,355,151,47,201,189,65,152,94,62,117,71,109,26,73,76,151,32,15,137,64,1676,15,274,1387,5619.109528675773,965.7039758690757,2973.3990807647747,8169.7,2011.1999999999998,4096.9,6526.768485072183,994.7404232747156,3325.47957616667
49035113510,1050,20,3.25,266,326,108,350,181,377,172,239,81,28,41,65,12,8,27,24,76,69,49,159,172,132,107,66,15,2741,50,109,2582,5541.645126840967,1160.2896640327053,2697.784950682937,10722.6,3289.2,4782.1,8566.278781110075,1626.8397972529806,3881.6607388968823
49035113105,1620,20,3.69,179,409,221,811,153,321,354,474,318,10,0,0,40,42,61,10,41,39,56,175,354,266,208,249,69,1595,1335,5,255,10113.230368267763,2080.298227040518,5011.001964181435,3003,1914,2020,2399.094919112301,946.6652596200307,1639.646743600448
49035114800,1232,18,2.86,147,553,224,308,63,94,30,251,794,38,0,8,0,0,17,7,7,9,23,48,30,113,138,127,667,505,45,0,460,6912.841043833101,1563.1001127895597,4426.3496717220605,2503.9,606,1405.6999999999998,2000.3642250966668,299.7278721680975,1141.0155581579947
49035110402,1317,33,2.85,293,439,115,470,165,424,222,193,313,17,18,75,16,7,32,22,48,68,95,191,222,98,95,152,161,870,42,46,782,7136.931686127951,1511.305888567196,3957.924404755597,4074.7,1044,2122.2,3255.2754135554082,516.362868883653,1722.603128350926
49035113600,1558,84,3.45,186,450,270,652,382,748,267,124,37,7,49,36,76,104,110,121,62,175,178,212,267,67,57,29,8,667,72,63,532,9423.358632336503,1850.2489557711021,4565.0218367057005,3532.2,800.4,2011.7,2821.8724852775454,395.8781994774674,1632.9095812381292
49035114300,6394,66,3.17,1174,1688,1066,2466,923,1885,886,1581,1119,284,0,72,133,280,154,243,301,153,488,700,886,950,631,846,273,4544,734,727,3083,36703.17758820305,7676.969077437303,18433.11320591001,21886.9,5452.8,11936.5,17485.431430276065,2696.9573289739305,9688.932353953835
49035115209,3096,97,3.53,350,649,728,1369,416,750,419,662,849,42,33,9,84,95,153,154,134,58,232,172,419,480,182,512,337,7964,5492,249,2223,19267.439140226867,3942.617099972432,10136.429161529957,15883.699999999999,9556.8,8886.1,12689.47851039096,4726.797572171739,7212.903429855416
49035104200,2678,82,2.44,720,1030,417,511,186,539,243,665,1045,18,20,17,13,16,102,35,78,0,248,178,243,373,292,274,771,1403,100,124,1179,13185.927177346963,2976.907716754201,7934.823937954843,7112.7,1683.6,3890.2,5682.331811911443,832.709316142259,3157.6998821556745
